"ligtin_bag_pnd_identificatie","aantal_woonfunctie","aantal_niet_woonfunctie","min_verdiepingtoegang"
"0363100012158730","3","0","1"
"0363100012158731","4","0","0"
"0363100012158732","3","0","0"
"0363100012158733","1","0","0"
"0363100012158734","4","0","0"
"0363100012158735","1","0","0"
"0363100012158737","3","0","1"
"0363100012158738","2","0","0"
"0363100012158739","4","0","0"
"0363100012158740","1","0","0"
"0363100012158741","4","1","0"
"0363100012158742","3","0","0"
"0363100012158743","3","0","0"
"0363100012158744","4","0","1"
"0363100012158745","1","0","0"
"0363100012158746","3","0","1"
"0363100012158747","2","0","0"
"0363100012158748","3","0","0"
"0363100012158749","1","0","0"
"0363100012158750","1","0","0"
"0363100012158751","11","0","0"
"0363100012158752","4","0","0"
"0363100012158753","5","0","0"
"0363100012158754","3","0","0"
"0363100012158755","4","0","0"
"0363100012158756","0","1","0"
"0363100012158757","2","0","0"
"0363100012158758","1","0","0"
"0363100012158759","4","0","0"
"0363100012158760","3","0","0"
"0363100012158761","4","0","0"
"0363100012158762","10","0","0"
"0363100012158763","3","1","1"
"0363100012158764","55","1","0"
"0363100012158765","4","0","1"
"0363100012158766","3","0","0"
"0363100012158767","4","0","0"
"0363100012158768","1","0","0"
"0363100012158769","2","1","1"
"0363100012158770","1","1","0"
"0363100012158771","2","0","0"
"0363100012158772","1","0","0"
"0363100012158773","4","1","0"
"0363100012158774","0","1","0"
"0363100012158775","1","0","0"
"0363100012158776","3","1","2"
"0363100012158777","0","1","0"
"0363100012158778","1","0","0"
"0363100012158779","5","0","0"
"0363100012158780","2","0","0"
"0363100012158781","2","0","0"
"0363100012158782","1","0","0"
"0363100012158783","4","0","0"
"0363100012158784","1","0","0"
"0363100012158785","4","0","0"
"0363100012158786","4","0","0"
"0363100012158787","3","0","0"
"0363100012158788","2","0","0"
"0363100012158789","0","3","0"
"0363100012158790","3","0","0"
"0363100012158791","1","0","0"
"0363100012158792","3","0","0"
"0363100012158793","2","0","0"
"0363100012158794","1","0","0"
"0363100012158795","1","0","0"
"0363100012158797","1","0","0"
"0363100012158798","3","0","0"
"0363100012158799","1","0","0"
"0363100012158800","2","1","0"
"0363100012158801","3","0","0"
"0363100012158802","2","0","0"
"0363100012158803","1","0","0"
"0363100012158804","7","1","1"
"0363100012158805","4","0","0"
"0363100012158806","9","0","0"
"0363100012158807","0","1","0"
"0363100012158808","3","1","0"
"0363100012158809","3","0","0"
"0363100012158810","2","0","1"
"0363100012158811","3","1","1"
"0363100012158812","13","1","0"
"0363100012158813","5","0","0"
"0363100012158814","1","0","0"
"0363100012158815","5","0","0"
"0363100012158816","4","0","0"
"0363100012158817","6","0","0"
"0363100012158818","1","0","0"
"0363100012158819","4","1","0"
"0363100012158820","1","0","0"
"0363100012158821","4","0","0"
"0363100012158822","2","0","0"
"0363100012158823","3","1","0"
"0363100012158824","4","0","0"
"0363100012158825","7","0","0"
"0363100012158826","2","1",NULL
"0363100012158827","0","1",NULL
"0363100012158828","2","0","0"
"0363100012158829","2","0","0"
"0363100012158830","1","0","0"
"0363100012158831","2","0","0"
"0363100012158832","16","0","0"
"0363100012158833","4","0","0"
"0363100012158835","3","0","0"
"0363100012158836","2","1","1"
"0363100012158837","4","0","0"
"0363100012158838","2","0",NULL
"0363100012158839","3","1","1"
"0363100012158840","0","1",NULL
"0363100012158841","1","0","0"
"0363100012158842","2","0","0"
"0363100012158843","1","0","0"
"0363100012158844","2","0","0"
"0363100012158845","3","1","1"
"0363100012158846","1","0","0"
"0363100012158848","3","1","1"
"0363100012158849","1","1","0"
"0363100012158850","1","0","0"
"0363100012158851","3","0","0"
"0363100012158852","4","0","0"
"0363100012158853","0","1",NULL
"0363100012158854","3","1","0"
"0363100012158855","4","0","0"
"0363100012158856","1","0","0"
"0363100012158857","1","0","0"
"0363100012158858","4","0","0"
"0363100012158859","1","0","0"
"0363100012158860","4","1","0"
"0363100012158861","4","0","0"
"0363100012158862","4","0","0"
"0363100012158863","1","0","0"
"0363100012158864","4","0","0"
"0363100012158865","4","1","0"
"0363100012158866","8","0","0"
"0363100012158867","1","0","0"
"0363100012158868","4","1","0"
"0363100012158869","4","1","0"
"0363100012158870","1","0","0"
"0363100012158871","0","1","0"
"0363100012158872","3","1","1"
"0363100012158873","1","0","0"
"0363100012158874","1","2","0"
"0363100012158875","4","0","0"
"0363100012158876","1","0","0"
"0363100012158877","2","1","1"
"0363100012158878","1","0","0"
"0363100012158879","67","3","0"
"0363100012158880","4","1","0"
"0363100012158881","0","1","0"
"0363100012158882","1","0","0"
"0363100012158883","4","0","0"
"0363100012158884","1","0","0"
"0363100012158885","7","0","0"
"0363100012158886","4","0","0"
"0363100012158887","3","0","0"
"0363100012158888","1","0","0"
"0363100012158889","3","0","0"
"0363100012158890","4","0","0"
"0363100012158891","4","0","1"
"0363100012158892","4","1","1"
"0363100012158893","2","1","1"
"0363100012158894","0","1","0"
"0363100012158895","4","0","0"
"0363100012158896","2","0","0"
"0363100012158897","4","0","0"
"0363100012158898","4","0","0"
"0363100012158899","2","0","0"
"0363100012158900","3","0","0"
"0363100012158901","1","0","0"
"0363100012158902","4","0","0"
"0363100012158903","6","1","0"
"0363100012158904","4","0","0"
"0363100012158905","4","0","0"
"0363100012158906","5","0","0"
"0363100012158907","3","0","2"
"0363100012158908","4","0","0"
"0363100012158909","3","0","1"
"0363100012158909|0363100012162168","0","1","0"
"0363100012158910","2","0","0"
"0363100012158911","3","0","0"
"0363100012158912","4","0","0"
"0363100012158913","1","0","0"
"0363100012158914","3","1","-1"
"0363100012158915","3","0","0"
"0363100012158916","4","0","0"
"0363100012158917","2","0","0"
"0363100012158918","4","0","0"
"0363100012158919","4","0","0"
"0363100012158920","4","0","0"
"0363100012158921","3","1","1"
"0363100012158922","4","0","1"
"0363100012158922|0363100012236557","0","1","0"
"0363100012158923","3","0","0"
"0363100012158925","4","1","0"
"0363100012158926","3","0","2"
"0363100012158927","3","0","0"
"0363100012158928","1","0","0"
"0363100012158929","1","0",NULL
"0363100012158930","4","0","0"
"0363100012158931","1","0","0"
"0363100012158932","4","0","0"
"0363100012158933","1","0","0"
"0363100012158934","4","0","0"
"0363100012158935","2","0","1"
"0363100012158936","1","0","0"
"0363100012158937","5","0","0"
"0363100012158938","4","0","0"
"0363100012158939","2","0","0"
"0363100012158940","5","0","0"
"0363100012158941","1","0","0"
"0363100012158942","1","0","0"
"0363100012158943","2","2","1"
"0363100012158944","3","0","0"
"0363100012158945","4","1","0"
"0363100012158946","4","0","1"
"0363100012158947","0","1",NULL
"0363100012158948","3","1","0"
"0363100012158949","4","0","0"
"0363100012158950","2","1","0"
"0363100012158951","5","0","1"
"0363100012158952","4","0","0"
"0363100012158953","5","0","0"
"0363100012158954","3","1","0"
"0363100012158955","7","0","0"
"0363100012158956","1","0","0"
"0363100012158957","4","0","0"
"0363100012158958","1","0","0"
"0363100012158959","2","0","0"
"0363100012158960","3","0","0"
"0363100012158961","2","0","0"
"0363100012158962","8","1","0"
"0363100012158963","5","0","0"
"0363100012158964","2","1","0"
"0363100012158965","1","0","0"
"0363100012158966","0","1",NULL
"0363100012158967","4","0","0"
"0363100012158968","4","1","1"
"0363100012158969","1","0","0"
"0363100012158970","1","0","0"
"0363100012158971","0","1",NULL
"0363100012158972","2","0","0"
"0363100012158973","5","0","0"
"0363100012158974","1","0","0"
"0363100012158975","5","0","0"
"0363100012158976","3","1","1"
"0363100012158977","3","0","1"
"0363100012158978","3","0","1"
"0363100012158979","1","0",NULL
"0363100012158980","4","0","2"
"0363100012158981","4","0","0"
"0363100012158982","1","1","0"
"0363100012158983","8","1","1"
"0363100012158984","4","0","0"
"0363100012158985","4","1","0"
"0363100012158986","2","0",NULL
"0363100012158987","3","0","0"
"0363100012158988","4","0","0"
"0363100012158989","2","0","0"
"0363100012158990","4","0","0"
"0363100012158991","1","0","1"
"0363100012158992","2","0","0"
"0363100012158993","0","3","0"
"0363100012158994","4","0","0"
"0363100012158995","4","0","0"
"0363100012158996","2","0","0"
"0363100012158997","3","0","0"
"0363100012158998","2","1","1"
"0363100012158999","2","0","1"
"0363100012159000","1","0","0"
"0363100012159001","2","0",NULL
"0363100012159002","5","0","0"
"0363100012159003","3","0","1"
"0363100012159004","1","1","0"
"0363100012159005","3","1","0"
"0363100012159006","4","0","0"
"0363100012159007","7","1","1"
"0363100012159008","4","1","0"
"0363100012159009","1","0","0"
"0363100012159010","1","0","0"
"0363100012159011","4","0","0"
"0363100012159012","4","1","0"
"0363100012159013","1","0","0"
"0363100012159014","2","0","0"
"0363100012159015","5","0","1"
"0363100012159016","2","1","0"
"0363100012159017","4","0","0"
"0363100012159018","4","0","0"
"0363100012159019","3","0","0"
"0363100012159020","3","0","0"
"0363100012159021","4","0","0"
"0363100012159022","4","0","0"
"0363100012159023","15","1","0"
"0363100012159024","4","0","0"
"0363100012159025","3","0","0"
"0363100012159026","5","0","0"
"0363100012159027","1","0","0"
"0363100012159028","0","1","0"
"0363100012159029","3","1","0"
"0363100012159030","4","0","1"
"0363100012159031","2","1","0"
"0363100012159032","4","0","0"
"0363100012159033","5","0","0"
"0363100012159034","2","0","0"
"0363100012159035","1","0","0"
"0363100012159036","4","1","0"
"0363100012159037","4","0","0"
"0363100012159039","1","0","0"
"0363100012159040","3","0","0"
"0363100012159041","9","0","0"
"0363100012159042","1","0","0"
"0363100012159043","8","0","0"
"0363100012159044","4","0","0"
"0363100012159045","2","0","0"
"0363100012159046","5","0","1"
"0363100012159047","5","0","0"
"0363100012159048","6","0","1"
"0363100012159049","0","1",NULL
"0363100012159050","4","0","0"
"0363100012159051","5","0","0"
"0363100012159053","12","1","0"
"0363100012159054","2","0","0"
"0363100012159055","4","0","0"
"0363100012159056","1","0","0"
"0363100012159057","2","10","0"
"0363100012159058","4","0","0"
"0363100012159059","2","0","0"
"0363100012159060","1","0","0"
"0363100012159061","4","0","0"
"0363100012159062","1","0","0"
"0363100012159063","1","0","0"
"0363100012159064","3","1","1"
"0363100012159065","4","1","1"
"0363100012159066","0","1","0"
"0363100012159067","4","0","0"
"0363100012159068","4","0","0"
"0363100012159069","1","0","0"
"0363100012159070","4","0","0"
"0363100012159071","1","0","0"
"0363100012159072","1","0","0"
"0363100012159073","1","0","0"
"0363100012159074","4","0","1"
"0363100012159075","1","1","0"
"0363100012159076","4","0","0"
"0363100012159077","3","0","0"
"0363100012159078","4","0","0"
"0363100012159079","0","2","0"
"0363100012159080","4","0","0"
"0363100012159081","3","1","1"
"0363100012159082","5","1","1"
"0363100012159083","3","1","1"
"0363100012159084","0","1","0"
"0363100012159085","2","0","0"
"0363100012159086","4","0","0"
"0363100012159087","4","0","0"
"0363100012159088","1","0","0"
"0363100012159089","2","0",NULL
"0363100012159090","1","0","0"
"0363100012159091","3","0","1"
"0363100012159092","3","1","0"
"0363100012159093","4","0","0"
"0363100012159094","1","0","0"
"0363100012159095","2","0","0"
"0363100012159096","1","0","0"
"0363100012159097","6","1","0"
"0363100012159098","4","0","0"
"0363100012159099","8","1","0"
"0363100012159100","2","0","2"
"0363100012159101","4","0","0"
"0363100012159102","4","0","0"
"0363100012159103","3","0","0"
"0363100012159104","1","0","0"
"0363100012159105","4","0","0"
"0363100012159107","4","0","0"
"0363100012159108","88","0","0"
"0363100012159109","2","0","0"
"0363100012159110","1","0","0"
"0363100012159111","1","0","0"
"0363100012159112","2","0","0"
"0363100012159113","0","1","0"
"0363100012159114","6","0","0"
"0363100012159115","3","0","0"
"0363100012159116","2","1","1"
"0363100012159117","8","0","0"
"0363100012159118","3","1","1"
"0363100012159119","5","0","0"
"0363100012159120","4","1","0"
"0363100012159121","2","0","0"
"0363100012159122","1","1","1"
"0363100012159123","2","0","0"
"0363100012159124","4","0","0"
"0363100012159125","4","0","0"
"0363100012159126","3","0","0"
"0363100012159127","0","2","0"
"0363100012159128","0","2","0"
"0363100012159129","3","0","2"
"0363100012159130","4","0","0"
"0363100012159131","3","0","0"
"0363100012159132","2","1","0"
"0363100012159134","4","0","0"
"0363100012159135","4","0","0"
"0363100012159136","2","1","1"
"0363100012159137","3","1","1"
"0363100012159138","2","1","1"
"0363100012159139","4","0","0"
"0363100012159140","1","0",NULL
"0363100012159141","4","0","0"
"0363100012159142","2","0","0"
"0363100012159143","3","1","0"
"0363100012159144","3","0","0"
"0363100012159145","3","1","0"
"0363100012159146","0","1","0"
"0363100012159147","4","0","0"
"0363100012159148","3","0","0"
"0363100012159149","4","1","1"
"0363100012159150","2","0","-1"
"0363100012159151","1","0","0"
"0363100012159152","4","0","0"
"0363100012159153","3","1","1"
"0363100012159154","1","0","0"
"0363100012159155","5","0","0"
"0363100012159156","4","0","0"
"0363100012159157","1","0","0"
"0363100012159158","2","0","0"
"0363100012159160","0","1","0"
"0363100012159161","3","0","0"
"0363100012159162","3","0","0"
"0363100012159163","4","0","0"
"0363100012159164","4","1","0"
"0363100012159165","2","0",NULL
"0363100012159166","6","1","1"
"0363100012159167","3","1","0"
"0363100012159168","1","0","0"
"0363100012159169","4","0","0"
"0363100012159170","5","0","1"
"0363100012159171","1","0","0"
"0363100012159172","1","0","0"
"0363100012159173","4","0","0"
"0363100012159177","4","1","1"
"0363100012159178","9","0","0"
"0363100012159179","2","0","0"
"0363100012159180","2","0","0"
"0363100012159181","1","0","0"
"0363100012159182","3","1","1"
"0363100012159183","3","1","1"
"0363100012159184","1","0","0"
"0363100012159185","5","0","0"
"0363100012159186","2","0","0"
"0363100012159187","7","0","0"
"0363100012159188","0","1",NULL
"0363100012159189","2","0","0"
"0363100012159190","5","0","0"
"0363100012159191","2","0","0"
"0363100012159192","1","0","0"
"0363100012159193","1","1","1"
"0363100012159194","3","0","1"
"0363100012159195","2","0",NULL
"0363100012159196","2","1","0"
"0363100012159197","4","0","0"
"0363100012159198","1","0","0"
"0363100012159199","1","0","0"
"0363100012159200","3","0","0"
"0363100012159201","3","1","1"
"0363100012159202","3","1","0"
"0363100012159203","1","0","0"
"0363100012159204","3","0","0"
"0363100012159205","4","1","0"
"0363100012159206","4","0","0"
"0363100012159207","1","0","0"
"0363100012159208","4","0","0"
"0363100012159209","4","1","0"
"0363100012159210","4","0","0"
"0363100012159211","2","0","0"
"0363100012159212","4","0","0"
"0363100012159213","4","0","0"
"0363100012159214","3","0","0"
"0363100012159215","7","0","1"
"0363100012159216","3","0","0"
"0363100012159217","3","1","0"
"0363100012159218","1","0","0"
"0363100012159219","1","0","0"
"0363100012159220","5","0","0"
"0363100012159221","3","1","0"
"0363100012159222","2","0","0"
"0363100012159223","3","0","0"
"0363100012159224","1","0","0"
"0363100012159225","1","0","0"
"0363100012159226","3","0","0"
"0363100012159227","1","0","0"
"0363100012159228","3","0","0"
"0363100012159229","1","0","0"
"0363100012159230","4","0","1"
"0363100012159231","1","1","0"
"0363100012159232","5","0","0"
"0363100012159233","1","0","0"
"0363100012159234","1","0","0"
"0363100012159235","4","0","0"
"0363100012159236","4","1","0"
"0363100012159237","5","0","0"
"0363100012159238","2","0","0"
"0363100012159239","0","2","1"
"0363100012159240","5","0","0"
"0363100012159241","1","0","0"
"0363100012159242","4","0","0"
"0363100012159243","1","0","0"
"0363100012159244","2","0","0"
"0363100012159245","5","1","0"
"0363100012159246","0","1",NULL
"0363100012159247","3","1","1"
"0363100012159248","2","0","0"
"0363100012159249","5","1","0"
"0363100012159250","1","0","0"
"0363100012159251","1","0","0"
"0363100012159252","3","1","0"
"0363100012159253","0","1","0"
"0363100012159254","3","0","0"
"0363100012159256","2","0","0"
"0363100012159257","2","0","0"
"0363100012159258","5","0","0"
"0363100012159259","7","0","0"
"0363100012159260","4","0","0"
"0363100012159261","4","1","-1"
"0363100012159262","0","1","0"
"0363100012159263","1","0","0"
"0363100012159264","3","1","0"
"0363100012159265","1","0","0"
"0363100012159266","1","0","0"
"0363100012159268","3","1","1"
"0363100012159270","1","0","0"
"0363100012159271","1","0","0"
"0363100012159272","3","0","0"
"0363100012159273","2","0","0"
"0363100012159274","4","1","1"
"0363100012159275","1","0","0"
"0363100012159276","1","0","0"
"0363100012159277","4","1","0"
"0363100012159278","4","0","0"
"0363100012159279","3","1","0"
"0363100012159280","0","6","0"
"0363100012159281","4","0","-1"
"0363100012159282","0","2","0"
"0363100012159283","1","0","0"
"0363100012159284","4","1","4"
"0363100012159285","2","0",NULL
"0363100012159286","1","0","0"
"0363100012159287","4","1","0"
"0363100012159288","1","0","0"
"0363100012159289","3","0","0"
"0363100012159290","4","0","0"
"0363100012159291","5","0","0"
"0363100012159292","3","0","0"
"0363100012159293","0","1",NULL
"0363100012159295","2","1","0"
"0363100012159296","4","0","0"
"0363100012159297","1","0","0"
"0363100012159298","3","0","1"
"0363100012159299","1","0","0"
"0363100012159300","2","0","0"
"0363100012159301","1","0","0"
"0363100012159303","4","0","0"
"0363100012159304","3","0","1"
"0363100012159305","2","0","1"
"0363100012159306","8","0","0"
"0363100012159307","3","0","0"
"0363100012159308","1","1","0"
"0363100012159309","2","0","0"
"0363100012159310","2","0","0"
"0363100012159311","2","0","0"
"0363100012159312","1","0","0"
"0363100012159313","4","0","1"
"0363100012159314","4","0","0"
"0363100012159315","1","2","0"
"0363100012159316","1","1",NULL
"0363100012159317","5","0","0"
"0363100012159318","1","0","0"
"0363100012159319","2","0","0"
"0363100012159320","4","0","0"
"0363100012159321","1","0","0"
"0363100012159322","1","0","0"
"0363100012159323","4","1","0"
"0363100012159324","4","0","0"
"0363100012159325","1","0","0"
"0363100012159326","4","0","0"
"0363100012159327","4","0","0"
"0363100012159328","1","1","1"
"0363100012159329","2","0",NULL
"0363100012159330","8","0","0"
"0363100012159331","3","1","0"
"0363100012159332","4","0","0"
"0363100012159333","5","0","0"
"0363100012159334","3","1","1"
"0363100012159335","3","0","0"
"0363100012159336","5","0","0"
"0363100012159337","4","0","0"
"0363100012159338","2","0","0"
"0363100012159339","2","0","0"
"0363100012159340","1","0","0"
"0363100012159341","1","1","0"
"0363100012159342","3","0","0"
"0363100012159343","4","1","1"
"0363100012159344","0","1","0"
"0363100012159345","1","0","0"
"0363100012159346","3","0","0"
"0363100012159347","1","0","0"
"0363100012159348","1","0","0"
"0363100012159349","2","0","0"
"0363100012159350","0","1","0"
"0363100012159351","14","1","0"
"0363100012159352","3","0","1"
"0363100012159353","4","0","0"
"0363100012159354","3","1","1"
"0363100012159355","5","0","-1"
"0363100012159356","1","0","0"
"0363100012159357","1","0","0"
"0363100012159358","1","0",NULL
"0363100012159359","2","1","1"
"0363100012159360","4","1","0"
"0363100012159361","3","1","1"
"0363100012159362","1","0","0"
"0363100012159363","4","0","0"
"0363100012159364","0","1",NULL
"0363100012159366","1","0","0"
"0363100012159367","1","0","0"
"0363100012159368","0","1",NULL
"0363100012159369","5","0","0"
"0363100012159370","1","0","0"
"0363100012159371","1","1","1"
"0363100012159372","1","0","0"
"0363100012159373","5","6","1"
"0363100012159374","4","0","0"
"0363100012159375","4","0","0"
"0363100012159376","1","0","0"
"0363100012159377","2","1","2"
"0363100012159378","2","1","1"
"0363100012159379","4","0","0"
"0363100012159380","2","2","0"
"0363100012159381","4","1","0"
"0363100012159382","1","0","0"
"0363100012159383","4","0","0"
"0363100012159384","6","1","1"
"0363100012159385","6","1","0"
"0363100012159386","1","0","0"
"0363100012159387","4","0","0"
"0363100012159388","1","0","0"
"0363100012159389","2","0","0"
"0363100012159390","1","0","0"
"0363100012159391","4","0","1"
"0363100012159392","1","0","0"
"0363100012159393","1","0","0"
"0363100012159394","3","1","1"
"0363100012159395","5","0","0"
"0363100012159396","5","0","0"
"0363100012159397","0","1","0"
"0363100012159398","4","1","0"
"0363100012159399","4","0","-1"
"0363100012159400","3","0","0"
"0363100012159401","1","0","0"
"0363100012159402","4","0","1"
"0363100012159402|0363100012160643","1","0","0"
"0363100012159403","1","0","0"
"0363100012159404","3","0","0"
"0363100012159405","1","0","0"
"0363100012159406","4","1","0"
"0363100012159407","3","1","0"
"0363100012159408","4","0","0"
"0363100012159409","1","0","0"
"0363100012159410","2","0","0"
"0363100012159411","5","0","0"
"0363100012159412","2","1","1"
"0363100012159413","2","0","1"
"0363100012159414","3","0","0"
"0363100012159415","2","0","0"
"0363100012159416","5","0","0"
"0363100012159417","2","0","1"
"0363100012159418","0","1","0"
"0363100012159419","1","0","0"
"0363100012159421","2","0","0"
"0363100012159422","4","0","0"
"0363100012159424","3","1","1"
"0363100012159425","1","0","0"
"0363100012159426","6","2","0"
"0363100012159427","9","0","0"
"0363100012159428","0","1","0"
"0363100012159429","4","1","0"
"0363100012159430","4","0","0"
"0363100012159431","2","0",NULL
"0363100012159432","4","0","0"
"0363100012159433","3","0","1"
"0363100012159434","0","1","0"
"0363100012159435","1","0","0"
"0363100012159436","3","0","0"
"0363100012159437","5","0","0"
"0363100012159438","1","0","0"
"0363100012159439","1","0","0"
"0363100012159440","2","1","1"
"0363100012159441","1","1","0"
"0363100012159442","6","1","1"
"0363100012159443","1","0",NULL
"0363100012159444","3","0","0"
"0363100012159445","5","0","0"
"0363100012159446","1","0","0"
"0363100012159447","1","1","0"
"0363100012159448","4","0","0"
"0363100012159449","1","0","0"
"0363100012159450","1","1","0"
"0363100012159451","4","0","0"
"0363100012159452","3","0","0"
"0363100012159453","4","0","0"
"0363100012159454","3","1","0"
"0363100012159455","3","1","1"
"0363100012159456","8","0","0"
"0363100012159457","4","0","0"
"0363100012159458","3","1","1"
"0363100012159459","1","0","0"
"0363100012159460","1","0","0"
"0363100012159461","2","0","0"
"0363100012159462","0","1","0"
"0363100012159463","1","0","0"
"0363100012159465","1","0",NULL
"0363100012159466","1","0","0"
"0363100012159467","0","1","0"
"0363100012159468","3","0","3"
"0363100012159469","0","1",NULL
"0363100012159470","3","1","1"
"0363100012159471","1","0","0"
"0363100012159472","3","0","0"
"0363100012159473","3","0","1"
"0363100012159474","3","0","1"
"0363100012159475","4","1","0"
"0363100012159476","4","0","0"
"0363100012159477","0","1","0"
"0363100012159478","3","0","0"
"0363100012159479","1","0","0"
"0363100012159480","6","1","0"
"0363100012159481","2","0",NULL
"0363100012159482","4","2","1"
"0363100012159483","1","0","0"
"0363100012159484","0","8","0"
"0363100012159485","1","0","0"
"0363100012159487","4","1","1"
"0363100012159488","1","0","0"
"0363100012159489","3","0","0"
"0363100012159491","1","0","0"
"0363100012159493","1","0","0"
"0363100012159494","3","1","1"
"0363100012159495","4","1","0"
"0363100012159496","4","0","1"
"0363100012159497","2","0","-1"
"0363100012159498","4","0","0"
"0363100012159499","3","0","1"
"0363100012159500","4","0","1"
"0363100012159501","2","0","0"
"0363100012159502","4","0","0"
"0363100012159503","2","1","1"
"0363100012159504","3","0","0"
"0363100012159505","1","0","0"
"0363100012159506","2","0","0"
"0363100012159507","2","0","0"
"0363100012159508","3","0","0"
"0363100012159509","1","0","0"
"0363100012159510","4","0","0"
"0363100012159511","3","0","0"
"0363100012159512","1","0","0"
"0363100012159513","3","0","0"
"0363100012159514","1","0","0"
"0363100012159515","4","0","0"
"0363100012159516","0","1",NULL
"0363100012159517","4","1","0"
"0363100012159518","4","0","0"
"0363100012159519","0","1","0"
"0363100012159520","4","1","1"
"0363100012159521","1","0","0"
"0363100012159522","1","0","0"
"0363100012159523","4","0","0"
"0363100012159524","5","0","0"
"0363100012159525","1","0","0"
"0363100012159526","6","1","1"
"0363100012159527","4","0","0"
"0363100012159528","4","0","0"
"0363100012159529","1","1","1"
"0363100012159530","3","1","1"
"0363100012159531","10","0","0"
"0363100012159532","3","0","0"
"0363100012159533","3","1","0"
"0363100012159534","3","0","1"
"0363100012159535","4","0","0"
"0363100012159536","4","0","0"
"0363100012159537","4","1","0"
"0363100012159538","4","0","0"
"0363100012159539","3","1","1"
"0363100012159540","1","0","0"
"0363100012159541","1","0","0"
"0363100012159542","1","0","0"
"0363100012159543","4","0","0"
"0363100012159544","5","0","0"
"0363100012159545","4","0","0"
"0363100012159547","3","0","1"
"0363100012159547|0363100012160992","0","1","0"
"0363100012159548","5","0","0"
"0363100012159549","1","0","0"
"0363100012159550","2","0","0"
"0363100012159551","3","0","1"
"0363100012159552","1","0","0"
"0363100012159553","3","0","2"
"0363100012159554","4","0","0"
"0363100012159555","3","0","0"
"0363100012159556","4","0","0"
"0363100012159557","4","0","0"
"0363100012159558","5","0","0"
"0363100012159559","4","0","0"
"0363100012159561","5","0","0"
"0363100012159562","1","1","1"
"0363100012159563","2","0","0"
"0363100012159564","4","0","0"
"0363100012159565","4","0","0"
"0363100012159566","3","0","0"
"0363100012159568","1","1","0"
"0363100012159569","5","0","0"
"0363100012159570","3","1","0"
"0363100012159571","2","1","0"
"0363100012159572","4","0","0"
"0363100012159573","1","0","0"
"0363100012159574","5","0","0"
"0363100012159575","3","0","0"
"0363100012159576","3","0","0"
"0363100012159577","8","0","0"
"0363100012159578","3","0","0"
"0363100012159579","1","0","0"
"0363100012159580","1","0","0"
"0363100012159581","8","0","0"
"0363100012159582","0","1","0"
"0363100012159583","1","0","0"
"0363100012159584","4","0","0"
"0363100012159585","5","0","0"
"0363100012159586","4","0","0"
"0363100012159587","4","1","0"
"0363100012159588","4","0","0"
"0363100012159589","1","0","0"
"0363100012159590","3","1","1"
"0363100012159591","1","0","0"
"0363100012159592","2","0","0"
"0363100012159593","3","1","1"
"0363100012159594","5","1","0"
"0363100012159595","4","1","0"
"0363100012159596","1","0","0"
"0363100012159597","3","1","0"
"0363100012159598","3","0","0"
"0363100012159599","3","1","0"
"0363100012159600","2","1","1"
"0363100012159601","7","1","0"
"0363100012159602","3","1","0"
"0363100012159604","4","0","0"
"0363100012159605","4","0","0"
"0363100012159606","5","0","0"
"0363100012159607","2","0","0"
"0363100012159608","2","0","0"
"0363100012159609","1","0","0"
"0363100012159610","0","1","0"
"0363100012159611","3","1","0"
"0363100012159612","1","0","0"
"0363100012159613","12","1","0"
"0363100012159614","0","1",NULL
"0363100012159615","3","0","1"
"0363100012159616","4","0","0"
"0363100012159617","4","1","1"
"0363100012159618","4","0","0"
"0363100012159619","1","0","0"
"0363100012159620","3","1","1"
"0363100012159621","4","0","0"
"0363100012159622","2","0","0"
"0363100012159623","3","1","1"
"0363100012159624","3","1","1"
"0363100012159625","2","1","0"
"0363100012159626","1","0",NULL
"0363100012159627","6","1","0"
"0363100012159628","2","0","0"
"0363100012159629","3","0","0"
"0363100012159630","4","0","0"
"0363100012159631","1","0","0"
"0363100012159632","2","0","0"
"0363100012159633","2","0","0"
"0363100012159634","3","0","0"
"0363100012159635","3","1","1"
"0363100012159636","2","0","0"
"0363100012159637","2","1","1"
"0363100012159638","2","0","0"
"0363100012159639","3","0","1"
"0363100012159640","1","0","0"
"0363100012159641","4","0","0"
"0363100012159642","4","0","0"
"0363100012159644","3","0","0"
"0363100012159645","1","0","0"
"0363100012159646","2","0","0"
"0363100012159647","5","0","0"
"0363100012159648","4","0","0"
"0363100012159649","5","1","0"
"0363100012159650","4","0","0"
"0363100012159651","2","0","0"
"0363100012159652","2","0","0"
"0363100012159653","0","1","0"
"0363100012159654","3","1","1"
"0363100012159655","1","0","0"
"0363100012159656","4","0","0"
"0363100012159657","4","0","0"
"0363100012159658","4","1","0"
"0363100012159659","1","0",NULL
"0363100012159660","3","1","0"
"0363100012159661","3","0","1"
"0363100012159662","0","1",NULL
"0363100012159663","5","0","0"
"0363100012159664","1","0","0"
"0363100012159665","1","0","0"
"0363100012159666","4","0","0"
"0363100012159667","4","0","1"
"0363100012159668","4","0","0"
"0363100012159669","1","0","0"
"0363100012159670","5","1","0"
"0363100012159671","2","0","0"
"0363100012159672","2","0","0"
"0363100012159673","1","0","0"
"0363100012159674","5","1","0"
"0363100012159675","1","0","0"
"0363100012159676","1","1","0"
"0363100012159677","2","0","0"
"0363100012159678","5","0","0"
"0363100012159679","1","0","0"
