"ligtin_bag_pnd_identificatie","aantal_woonfunctie","aantal_niet_woonfunctie","min_verdiepingtoegang"
"0363100012133855","1","0","0"
"0363100012133856","2","0","0"
"0363100012133857","1","0","0"
"0363100012133858","1","0","0"
"0363100012133859","1","0","0"
"0363100012133860","3","1","0"
"0363100012133861","4","0","0"
"0363100012133863","7","0","0"
"0363100012133864","4","0","0"
"0363100012133865","1","0","0"
"0363100012133866","1","0","0"
"0363100012133867","1","0","0"
"0363100012133868","5","0","0"
"0363100012133869","3","0","0"
"0363100012133870","0","1",NULL
"0363100012133871","6","1","1"
"0363100012133872","1","0","0"
"0363100012133873","1","0","0"
"0363100012133874","1","0","0"
"0363100012133875","1","0","0"
"0363100012133876","1","0","0"
"0363100012133877","0","1","0"
"0363100012133878","1","0","0"
"0363100012133879","49","24","1"
"0363100012133880","1","0","0"
"0363100012133881","4","0","0"
"0363100012133882","3","0","0"
"0363100012133883","4","0","0"
"0363100012133884","1","0","0"
"0363100012133885","3","0","0"
"0363100012133886","1","0","0"
"0363100012133887","7","0","0"
"0363100012133888","0","1","0"
"0363100012133889","8","0","1"
"0363100012133890","2","0","0"
"0363100012133891","1","0","0"
"0363100012133892","3","0","0"
"0363100012133893","1","0","0"
"0363100012133894","4","0","0"
"0363100012133895","4","1","1"
"0363100012133896","1","0","0"
"0363100012133897","7","1","0"
"0363100012133898","8","0","0"
"0363100012133899","1","0","0"
"0363100012133900","4","0","0"
"0363100012133901","4","0","0"
"0363100012133902","4","0","0"
"0363100012133903","7","0","0"
"0363100012133904","1","0","0"
"0363100012133905","1","0","0"
"0363100012133907","1","0","0"
"0363100012133908","7","0","0"
"0363100012133909","1","0","0"
"0363100012133910","2","0","0"
"0363100012133911","3","0","0"
"0363100012133912","1","0","0"
"0363100012133913","0","1","0"
"0363100012133914","0","1",NULL
"0363100012133915","2","0","1"
"0363100012133915|0363100012147752","1","0","0"
"0363100012133916","5","0","0"
"0363100012133917","1","0","0"
"0363100012133918","3","1","1"
"0363100012133919","1","0","0"
"0363100012133920","4","0","0"
"0363100012133921","1","0","0"
"0363100012133922","1","0","0"
"0363100012133923","2","0","0"
"0363100012133924","0","1",NULL
"0363100012133925","1","0","0"
"0363100012133926","0","1","0"
"0363100012133927","1","0","0"
"0363100012133928","1","0","0"
"0363100012133929","2","0","0"
"0363100012133930","1","0","0"
"0363100012133931","3","1","0"
"0363100012133932","3","1","0"
"0363100012133933","1","0","0"
"0363100012133934","1","0","0"
"0363100012133935","1","0","0"
"0363100012133936","1","0","0"
"0363100012133937","4","0","0"
"0363100012133938","1","0",NULL
"0363100012133939","9","0","0"
"0363100012133940","1","0","0"
"0363100012133941","3","0","0"
"0363100012133942","1","0","0"
"0363100012133943","14","0","0"
"0363100012133944","0","1","0"
"0363100012133945","1","0","0"
"0363100012133946","1","0","0"
"0363100012133947","1","0","0"
"0363100012133948","1","0","0"
"0363100012133949","1","0","0"
"0363100012133950","0","1","0"
"0363100012133951","1","0","0"
"0363100012133952","4","0","0"
"0363100012133953","1","0","0"
"0363100012133954","1","0","0"
"0363100012133955","4","0","0"
"0363100012133956","1","0","1"
"0363100012133957","1","0","0"
"0363100012133958","8","1","0"
"0363100012133959","1","0","0"
"0363100012133960","4","0","0"
"0363100012133961","1","0","0"
"0363100012133962","1","0","0"
"0363100012133963","0","1",NULL
"0363100012133964","1","0","0"
"0363100012133965","1","0","0"
"0363100012133966","4","0","0"
"0363100012133967","1","0","0"
"0363100012133968","1","0","0"
"0363100012133969","0","1",NULL
"0363100012133970","3","0","0"
"0363100012133971","4","0","0"
"0363100012133972","0","1",NULL
"0363100012133973","1","0","0"
"0363100012133974","4","0","0"
"0363100012133975","0","1",NULL
"0363100012133976","1","0","0"
"0363100012133977","1","0","0"
"0363100012133978","1","0","0"
"0363100012133979","4","0","0"
"0363100012133980","2","0","0"
"0363100012133981","4","0","0"
"0363100012133982","1","0","0"
"0363100012133983","1","0","0"
"0363100012133984","1","0","0"
"0363100012133985","3","0","0"
"0363100012133986","1","0","0"
"0363100012133987","0","1",NULL
"0363100012133988","2","0","0"
"0363100012133989","1","0","0"
"0363100012133990","1","0","0"
"0363100012133991","1","1","0"
"0363100012133992","1","0","0"
"0363100012133993","1","0","0"
"0363100012133994","1","0","0"
"0363100012133995","8","0","0"
"0363100012133996","0","5","0"
"0363100012133997","3","0","0"
"0363100012133998","1","0","0"
"0363100012133999","1","0","0"
"0363100012134000","1","0","0"
"0363100012134001","5","2","0"
"0363100012134002","0","2","0"
"0363100012134003","1","0","0"
"0363100012134004","1","0","0"
"0363100012134005","4","0","0"
"0363100012134006","1","0","0"
"0363100012134007","8","0","0"
"0363100012134008","1","0","0"
"0363100012134009","2","0","0"
"0363100012134010","1","0","0"
"0363100012134011","2","0","0"
"0363100012134012","1","0","0"
"0363100012134013","12","1","0"
"0363100012134014","8","0","0"
"0363100012134015","0","1",NULL
"0363100012134016","1","0","0"
"0363100012134017","1","0","0"
"0363100012134018","1","0","0"
"0363100012134019","1","0","0"
"0363100012134020","1","0","0"
"0363100012134021","1","0","0"
"0363100012134022","1","0","0"
"0363100012134023","0","1","0"
"0363100012134024","0","60","0"
"0363100012134025","1","0","0"
"0363100012134026","4","0","0"
"0363100012134027","1","0","0"
"0363100012134028","1","0","0"
"0363100012134029","1","0","0"
"0363100012134030","22","0","0"
"0363100012134031","3","0","2"
"0363100012134032","1","0","0"
"0363100012134033","1","0","0"
"0363100012134034","1","0","0"
"0363100012134035","1","0","0"
"0363100012134036","1","0","0"
"0363100012134037","4","0","0"
"0363100012134038","0","1",NULL
"0363100012134039","0","1",NULL
"0363100012134040","1","0","0"
"0363100012134041","8","0","0"
"0363100012134042","7","1","0"
"0363100012134044","1","0","0"
"0363100012134045","1","0","0"
"0363100012134046","1","0","0"
"0363100012134047","1","0","0"
"0363100012134048","6","0","0"
"0363100012134049","1","0",NULL
"0363100012134050","4","0","0"
"0363100012134051","0","1",NULL
"0363100012134052","1","0","0"
"0363100012134053","1","0","0"
"0363100012134054","1","0","0"
"0363100012134055","4","0","0"
"0363100012134056","1","0","0"
"0363100012134057","1","0","0"
"0363100012134058","1","0","0"
"0363100012134059","1","0","0"
"0363100012134060","2","0","0"
"0363100012134061","2","0","0"
"0363100012134062","80","0","1"
"0363100012134063","1","0","0"
"0363100012134064","0","1","0"
"0363100012134065","1","0","0"
"0363100012134066","4","0","0"
"0363100012134067","1","0","0"
"0363100012134068","4","0","0"
"0363100012134069","1","0","0"
"0363100012134070","1","0","0"
"0363100012134071","0","1",NULL
"0363100012134072","4","1","1"
"0363100012134073","1","0","1"
"0363100012134074","1","0","0"
"0363100012134075","8","0","1"
"0363100012134076","1","0","0"
"0363100012134077","4","0","0"
"0363100012134078","4","0","0"
"0363100012134079","1","0","0"
"0363100012134080","4","0","0"
"0363100012134081","1","0","0"
"0363100012134082","1","0","0"
"0363100012134083","0","1",NULL
"0363100012134084","4","0","0"
"0363100012134085","4","1","1"
"0363100012134086","1","0","0"
"0363100012134087","3","0","0"
"0363100012134088","1","0","0"
"0363100012134089","1","0","0"
"0363100012134090","1","0","0"
"0363100012134091","1","0","0"
"0363100012134092","3","1","1"
"0363100012134093","1","0","0"
"0363100012134094","1","0","0"
"0363100012134095","0","1","0"
"0363100012134096","4","0","0"
"0363100012134097","1","0","0"
"0363100012134098","5","0","0"
"0363100012134099","1","0","0"
"0363100012134100","3","1","0"
"0363100012134101","3","1","1"
"0363100012134102","1","0","0"
"0363100012134103","23","2","0"
"0363100012134104","4","0","1"
"0363100012134105","15","0","0"
"0363100012134106","1","1","1"
"0363100012134107","1","0","0"
"0363100012134108","2","1","1"
"0363100012134109","1","0","0"
"0363100012134110","1","0","0"
"0363100012134112","1","0","0"
"0363100012134113","1","1","0"
"0363100012134114","1","0","0"
"0363100012134115","8","0","1"
"0363100012134116","1","0","0"
"0363100012134117","2","0","0"
"0363100012134118","3","1","0"
"0363100012134119","1","0","0"
"0363100012134120","0","1",NULL
"0363100012134121","1","0","0"
"0363100012134122","0","1",NULL
"0363100012134123","0","1",NULL
"0363100012134124","0","1",NULL
"0363100012134125","1","0","0"
"0363100012134126","1","0","0"
"0363100012134127","1","0","0"
"0363100012134128","2","0","0"
"0363100012134129","2","0","0"
"0363100012134130","1","0","0"
"0363100012134131","8","0","0"
"0363100012134132","4","1","1"
"0363100012134133","2","0","0"
"0363100012134134","1","0","0"
"0363100012134135","1","0","0"
"0363100012134136","1","0","0"
"0363100012134137","1","0","0"
"0363100012134138","4","0","0"
"0363100012134139","1","0","0"
"0363100012134140","3","0","0"
"0363100012134141","0","1",NULL
"0363100012134142","1","0","0"
"0363100012134143","3","0","0"
"0363100012134144","1","0","0"
"0363100012134145","1","0","0"
"0363100012134146","3","0","0"
"0363100012134147","0","1",NULL
"0363100012134148","11","0","0"
"0363100012134149","3","0","0"
"0363100012134150","3","0","0"
"0363100012134151","1","0","0"
"0363100012134152","4","0","0"
"0363100012134153","1","0","0"
"0363100012134154","1","0","0"
"0363100012134155","7","1","0"
"0363100012134156","4","0","0"
"0363100012134157","0","1",NULL
"0363100012134158","3","0","0"
"0363100012134159","3","0","0"
"0363100012134160","33","0","0"
"0363100012134161","1","0","0"
"0363100012134162","1","0","0"
"0363100012134163","1","0","0"
"0363100012134164","4","0","0"
"0363100012134165","4","0","0"
"0363100012134166","1","0","0"
"0363100012134167","4","0","0"
"0363100012134168","3","1","1"
"0363100012134169","6","0","0"
"0363100012134170","1","0","0"
"0363100012134171","1","0","0"
"0363100012134172","1","0","0"
"0363100012134173","1","0","0"
"0363100012134174","1","0","3"
"0363100012134175","1","0","0"
"0363100012134176","1","0","0"
"0363100012134177","65","2","0"
"0363100012134178","8","0","0"
"0363100012134179","1","0","0"
"0363100012134180","1","0","0"
"0363100012134181","4","0","0"
"0363100012134182","4","0","0"
"0363100012134183","3","1","1"
"0363100012134184","8","0","0"
"0363100012134185","5","0","0"
"0363100012134186","1","0","0"
"0363100012134187","1","0","0"
"0363100012134188","2","0","0"
"0363100012134189","0","1",NULL
"0363100012134190","1","0","0"
"0363100012134191","5","0","0"
"0363100012134192","4","0","0"
"0363100012134193","0","14",NULL
"0363100012134194","0","1","0"
"0363100012134195","2","0","0"
"0363100012134197","0","1",NULL
"0363100012134198","1","0","0"
"0363100012134199","1","0","0"
"0363100012134200","1","0","0"
"0363100012134201","1","0","0"
"0363100012134202","0","2","0"
"0363100012134203","1","0","0"
"0363100012134204","3","1","0"
"0363100012134205","1","0","0"
"0363100012134206","14","0","0"
"0363100012134207","1","0","0"
"0363100012134208","6","2","0"
"0363100012134209","0","1",NULL
"0363100012134210","0","5","0"
"0363100012134211","4","0","0"
"0363100012134212","0","1",NULL
"0363100012134213","1","0","0"
"0363100012134214","10","0","0"
"0363100012134215","1","0","0"
"0363100012134216","2","0","1"
"0363100012134217","4","2","1"
"0363100012134218","1","0","0"
"0363100012134219","1","0","0"
"0363100012134220","4","0","0"
"0363100012134221","2","0","0"
"0363100012134222","4","0","0"
"0363100012134223","2","0","0"
"0363100012134224","0","2","0"
"0363100012134225","1","0","0"
"0363100012134226","0","1",NULL
"0363100012134227","8","0","0"
"0363100012134228","1","0","0"
"0363100012134229","1","0","0"
"0363100012134230","1","0","0"
"0363100012134231","0","1",NULL
"0363100012134232","2","0","1"
"0363100012134233","1","0","0"
"0363100012134235","0","1",NULL
"0363100012134236","1","0","0"
"0363100012134237","1","0","0"
"0363100012134238","4","0","0"
"0363100012134239","1","0","0"
"0363100012134240","4","0","0"
"0363100012134241","1","0","0"
"0363100012134242","1","0","0"
"0363100012134243","0","1",NULL
"0363100012134244","2","0","0"
"0363100012134245","1","0","0"
"0363100012134246","1","0","0"
"0363100012134247","3","1","0"
"0363100012134248","4","0","0"
"0363100012134249","5","0","0"
"0363100012134250","2","0","0"
"0363100012134251","85","1","0"
"0363100012134252","1","0","0"
"0363100012134253","1","0","0"
"0363100012134254","8","2","1"
"0363100012134255","1","0","0"
"0363100012134256","2","0","0"
"0363100012134257","4","2","0"
"0363100012134258","31","1","0"
"0363100012134259","3","0","0"
"0363100012134260","4","0","0"
"0363100012134261","1","0","0"
"0363100012134262","9","1","0"
"0363100012134263","2","0","0"
"0363100012134264","1","0","0"
"0363100012134265","5","0","0"
"0363100012134266","4","0","0"
"0363100012134267","1","0","0"
"0363100012134269","9","0","0"
"0363100012134270","4","0","0"
"0363100012134271","0","2","0"
"0363100012134272","4","1","0"
"0363100012134273","1","0","0"
"0363100012134274","1","0","0"
"0363100012134275","4","0","0"
"0363100012134276","8","0","0"
"0363100012134277","6","0","1"
"0363100012134278","7","0","0"
"0363100012134279","1","0","0"
"0363100012134280","1","0","0"
"0363100012134281","1","0","0"
"0363100012134282","1","0","0"
"0363100012134283","7","0","0"
"0363100012134284","4","0","0"
"0363100012134285","1","0","0"
"0363100012134286","1","0",NULL
"0363100012134287","4","0","0"
"0363100012134289","1","0","0"
"0363100012134290","4","0","0"
"0363100012134291","1","0","0"
"0363100012134292","0","1",NULL
"0363100012134293","2","0","0"
"0363100012134294","0","1",NULL
"0363100012134295","1","0","0"
"0363100012134296","1","0","0"
"0363100012134297","1","0","0"
"0363100012134298","5","0","0"
"0363100012134299","3","0","0"
"0363100012134300","1","0","0"
"0363100012134301","1","0","0"
"0363100012134302","3","0","0"
"0363100012134303","1","0","0"
"0363100012134304","4","0","0"
"0363100012134305","3","0","0"
"0363100012134306","191","15","0"
"0363100012134307","8","2","1"
"0363100012134308","36","0","0"
"0363100012134309","0","1",NULL
"0363100012134310","1","0","0"
"0363100012134311","8","0","0"
"0363100012134312","1","0","0"
"0363100012134313","3","0","0"
"0363100012134314","21","2","0"
"0363100012134315","1","0","0"
"0363100012134316","4","0","0"
"0363100012134317","3","0","0"
"0363100012134318","1","0","0"
"0363100012134319","1","0","0"
"0363100012134320","1","0","0"
"0363100012134321","3","0","0"
"0363100012134322","1","0","0"
"0363100012134323","1","0","0"
"0363100012134324","1","0","0"
"0363100012134325","1","0","0"
"0363100012134326","1","0","0"
"0363100012134327","2","0","0"
"0363100012134328","1","0","0"
"0363100012134329","1","0","0"
"0363100012134330","3","1","1"
"0363100012134331","1","0","0"
"0363100012134332","1","0","0"
"0363100012134333","4","0","0"
"0363100012134334","4","0","0"
"0363100012134335","1","0","0"
"0363100012134336","8","0","0"
"0363100012134337","4","0","0"
"0363100012134338","1","0","0"
"0363100012134339","1","0","0"
"0363100012134340","4","0","0"
"0363100012134341","6","0","0"
"0363100012134342","0","1","0"
"0363100012134343","1","0","0"
"0363100012134345","1","0","0"
"0363100012134346","1","0","0"
"0363100012134347","2","0","0"
"0363100012134348","1","0","0"
"0363100012134349","1","0","0"
"0363100012134350","1","0","0"
"0363100012134351","1","0","0"
"0363100012134352","1","0","0"
"0363100012134353","1","0",NULL
"0363100012134354","8","0","0"
"0363100012134355","1","0","0"
"0363100012134356","1","0","0"
"0363100012134357","1","0","0"
"0363100012134358","1","0","0"
"0363100012134359","0","1",NULL
"0363100012134360","4","0","0"
"0363100012134361","1","0","0"
"0363100012134362","1","0","0"
"0363100012134363","1","0","0"
"0363100012134364","1","0","0"
"0363100012134365","0","1","0"
"0363100012134366","1","0","0"
"0363100012134367","39","1","0"
"0363100012134368","8","0","0"
"0363100012134369","1","0","0"
"0363100012134370","2","0","0"
"0363100012134371","0","1","0"
"0363100012134372","3","0","0"
"0363100012134373","1","0","0"
"0363100012134374","1","0","0"
"0363100012134375","8","0","0"
"0363100012134376","8","0","0"
"0363100012134377","2","0","0"
"0363100012134378","3","0","0"
"0363100012134379","8","0","1"
"0363100012134380","1","0","0"
"0363100012134381","0","1",NULL
"0363100012134382","4","0","0"
"0363100012134383","1","0","0"
