WKT,id,id_number,serial_number,active,operational_date,placing_date,owner,waste_type,waste_name,container_type_id,stadsdeel,buurt_code,text
"POINT (4.8253619 52.3463515)","63993",REF31020,HBD2.016.2839,"1",2017/02/28 01:00:00+01,2017/02/28 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F89d,"Louwesweg 3a, Amsterdam"
"POINT (4.91560092195186 52.3575442614125)","9654",REM16140,BAO01229,"1",2012/03/29 02:00:00+02,2012/03/29 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"341",M,M28d,"Eerste Oosterparkstraat 192, Amsterdam"
"POINT (4.91134089224943 52.3447852067174)","49116",REK00778,BAZ001148,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K54a,"Kromme-Mijdrechtstraat 92, Amsterdam"
"POINT (4.79996687242203 52.3743158682726)","67782",REF31136,HBD2.017.0174,"1",2017/04/06 02:00:00+02,2017/04/06 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F78b,Van Karnebeekstraat 1
"POINT (4.88834252581 52.3801574768319)","109215",REB00000,PRG1,"1",2018/12/07 01:00:00+01,2018/12/07 01:00:00+01,"{""id"": 112, ""name"": ""A Centrum""}","1",Rest,"4597",A,A02a,"Prinsengracht 1, Amsterdam"
"POINT (4.85173523426056 52.37710887213)","14400",RE4172,BAW01767,"1",2006/01/01 01:00:00+01,2006/01/01 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"363",E,E38c,"Marieken van Nimwegenstraat 3, Amsterdam, Nederland"
"POINT (4.84213829040527 52.3774985681702)","122390",RE052,"0003","1",2019/11/14 01:00:00+01,2019/11/14 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"322",E,E39c,"De Leeuw van Vlaanderenstraat 41, Amsterdam"
"POINT (4.8883822 52.4134159)","53619",PAN1048,BAN000956,"1",1970/01/01 01:00:00+01,1970/01/01 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","6",Papier,"3319",N,N65b,"Maanstr tussen 43 en 45, Amsterdam"
"POINT (4.881764 52.3329107)","48596",REK01404,BAZ000888,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3312",K,K91b,"Holy 6, Amsterdam"
"POINT (4.91926051676273 52.4050117482759)","120006",REN00203,HBD2.018.2492,"1",2019/12/09 01:00:00+01,2019/12/06 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3320",N,N70b,"Lucien Gaudinstraat 240, Amsterdam"
"POINT (4.83692206442356 52.342621075867)","46774",TEF63905,BANWS02664,"1",2016/10/14 02:00:00+02,2016/10/14 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","7",Textiel,"3287",F,F87e,"Handbalstraat 622, Amsterdam"
"POINT (5.00273555517197 52.3539944003813)","123623",GFM051,"123","2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","5",GFT,"4371",M,M35f,"Erich Salomonstraat 675, Amsterdam"
"POINT (4.8873099 52.3482319)","49704",REK01000,BAZ001442,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K52a,"Amstelkade 178, Amsterdam"
"POINT (4.8551849 52.370806)","59669",PAE00211,HBD2.016.0128,"1",2015/12/02 01:00:00+01,2015/12/02 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","6",Papier,"3322",E,E42a,"Jan Evertsenstraat 59, Amsterdam"
"POINT (4.96729005126781 52.296994212915)","77079",RET20087,HBD2.015.0691,"1",2016/05/09 02:00:00+02,2016/05/09 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3320",T,T96b,"Millingenhof 140, Amsterdam"
"POINT (4.87085670232773 52.3554166997993)","58165",REK00165,BAZ001730,"1",2013/12/05 01:00:00+01,2013/12/05 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3586",K,K47d,"Van Breestraat 152, Amsterdam"
"POINT (4.79776 52.36177)","29735",PL005/PLF62288,206843-05,"1",2016/12/07 01:00:00+01,2016/12/07 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","25",Plastic,"3641",F,F81a,Osdorper Ban 122
"POINT (4.8396218 52.3551444)","29293",REF60647,"663653","1",2007/07/01 02:00:00+02,2007/07/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"1976",F,F87a,"Koningin Wilhelminaplein 2, Amsterdam"
"POINT (4.94563663377676 52.3230477488826)","112137",TET005,HBD2.01,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","7",Textiel,"3564",T,T93b,"Dostojevskisingel 25, Amsterdam"
"POINT (4.8478516 52.372741)","106914",PAE00023,HBD 2.018.2865,"1",2018/09/10 02:00:00+02,2018/09/10 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","6",Papier,"3322",E,E38d,"Orteliusstraat 286, Amsterdam"
"POINT (4.7821858 52.3574945)","30283",REF64292,"660398","1",2013/11/23 01:00:00+01,2013/11/23 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"2085",F,F83a,"Waterschapstraat 117, Amsterdam"
"POINT (4.8601245 52.3587599)","78792",RE0476,BAW003190,"1",2016/12/13 01:00:00+01,2016/12/13 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E21b,"Reyer Anslostraat 1,Amsterdam"
"POINT (4.91987530140705 52.3402362089168)","112818",REM16343,"12345","1",2008/01/01 01:00:00+01,2008/01/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"441",M,M58g,"Spaklerweg 14, Amsterdam"
"POINT (4.93202704934902 52.3546208872433)","8890",REM16045,"229991","1",2012/03/29 02:00:00+02,2012/03/29 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"350",M,M56a,"Hogeweg 21, Amsterdam"
"POINT (4.7906549 52.3504595)","28152",REF71264,"557570","1",2016/01/11 01:00:00+01,2016/01/11 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"244",F,F84c,"Pieter Calandlaan 398, Amsterdam"
"POINT (4.91670101881027 52.3689457497762)","112208",PLA00012,PLA00012,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 112, ""name"": ""A Centrum""}","25",Plastic,"3324",A,A09i,"Buiten Kadijken 4, Amsterdam"
"POINT (4.97280142595628 52.3179831830406)","77051",RET20200,HBD2.015.1493,"1",2015/11/02 01:00:00+01,2015/11/02 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3320",T,T94n,"Kikkenstein 3044, Amsterdam"
"POINT (4.8748502 52.3678168)","78468",RE0418,BAW003135,"1",2017/08/23 02:00:00+02,2017/08/23 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E19a,"Da Costastraat 72, Amsterdam"
"POINT (4.92716956882305 52.3427991436878)","90425",TEM90041,AKC360184,"1",2015/01/01 01:00:00+01,2015/01/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","7",Textiel,"3287",M,M55g,"Von Liebigweg 39, Amsterdam"
"POINT (4.94452083482656 52.3680103468415)","91206",REM16876,HBD2.017.1940,"1",2017/08/23 02:00:00+02,2017/08/23 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M33h,"J.M. van der Meylaan 28, Amsterdam"
"POINT (4.8558752 52.3570237)","78844",REE00579,BAW003216,"1",2016/01/20 01:00:00+01,2016/01/20 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E21b,"Zocherstraat 54, Amsterdam"
"POINT (4.93088129909211 52.3560665922581)","85478",REM16065,BRE 17,"1",2008/01/01 01:00:00+01,2008/01/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"441",M,M56a,"Linnaeuskade 20, Amsterdam"
"POINT (4.80915013700724 52.3749519730725)","115646",GLF,HBD2.01,"2",,2019/12/31 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","2",Glas,"3575",F,F77f,"Thomas à Kempisstraat 46, Amsterdam"
"POINT (4.79917332530022 52.3822475083159)","109095",REF31861,HBD2.018.3506,"1",2018/11/16 01:00:00+01,2018/11/16 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F78d,"Ruys de Beerenbrouckstraat 161, Amsterdam"
"POINT (4.92290630936623 52.4076218553967)","106851",REN00113,HBD2.018.2507,"1",2011/02/03 01:00:00+01,2018/12/13 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3320",N,N70d,"Lijzijde 95, Amsterdam"
"POINT (4.93495674803171 52.3473106158411)","91368",REM16482,HBD 2 . 016 .,"1",2016/11/28 01:00:00+01,2016/11/28 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M55h,"Ingenhouszhof 16, Amsterdam"
"POINT (4.96787885203275 52.3738025936319)","74232",PAM60313,HBD2.0161561,"1",2016/07/01 02:00:00+02,2016/07/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","6",Papier,"3322",M,M34f,"Roepie Kruizestraat 2, Amsterdam"
"POINT (4.8031273 52.3455357)","46243",REF60109,"554542","1",2011/06/30 02:00:00+02,2011/06/30 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"27",F,F88e,"Oudenaardeplantsoen 83, Amsterdam"
"POINT (4.95660860091448 52.3050205952421)","122494",GLT0011,HBD2.01,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","2",Glas,"3323",T,T93h,"Hakfort 42, Amsterdam"
"POINT (4.9102618 52.3888659)","52243",REN101201,BAN000268,"1",2004/12/08 01:00:00+01,2004/12/08 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N60a,"Heimansweg bij v.d. Pekstr 70, Amsterdam"
"POINT (4.94212958960361 52.3681161163323)","91087",REM16882,HBD2.016.1955,"1",2017/08/29 02:00:00+02,2017/08/29 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M33h,"J.M. van der Meylaan 11, Amsterdam"
"POINT (4.90592055022717 52.3924677442288)","115063",PLN00,HBD2.0,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","25",Plastic,"3324",N,N71g,"Distelweg 83, Amsterdam"
"POINT (4.91181096061382 52.3557965670933)","83120",REM16129,HBD2.015.2728,"1",2016/02/03 01:00:00+01,2016/02/03 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3320",M,M28d,"Wibautstraat 113, Amsterdam"
"POINT (4.93969190865755 52.3739494233016)","81567",REM16210,HBD2.017.3633,"1",2017/11/09 01:00:00+01,2017/11/09 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M33b,"Veemkade 1079, Amsterdam"
"POINT (4.93485184153542 52.3655323625869)","113919",REM16615,HBD2.019.0902,"1",2019/08/26 02:00:00+02,2019/08/26 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M31a,"Timorplein 9, Amsterdam"
"POINT (4.8735487 52.3316638)","48678",REK01450,BAZ000929,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K90a,"Loevestein 108, Amsterdam"
"POINT (4.85602274537087 52.3827321154404)","119336",PAB00082,"00077","2",2019/11/08 01:00:00+01,2019/11/08 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","6",Papier,"4598",E,E37f,"Bos en Lommerweg 75, Amsterdam"
"POINT (4.8625058 52.3669221)","78123",RE0381,BAW003003,"1",2016/12/31 01:00:00+01,2016/12/31 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E18b,"Tweede Kostverlorenkade 62, Amsterdam"
"POINT (4.93725878885016 52.3659704767158)","113651",GLM70192,HBD2.019.1044,"1",2019/09/02 02:00:00+02,2019/09/02 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","2",Glas,"3589",M,M31a,"Padangstraat 2, Amsterdam"
"POINT (4.8280804 52.3545277)","29173",REF31787,"662062","1",2014/07/01 02:00:00+02,2014/07/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"1976",F,F89b,"Ward Bingleystraat 97, Amsterdam"
"POINT (4.92222435772419 52.3688941625611)","113663",PAA00028,PAA00028,"2",2020/03/31 02:00:00+02,2020/03/31 02:00:00+02,"{""id"": 112, ""name"": ""A Centrum""}","6",Papier,"3322",A,A09d,"Oostenburgervoorstraat 1, Amsterdam"
"POINT (4.93346309288654 52.3441338784399)","91372",REM16536,HBD 2 . 017 .0755,"1",2017/03/16 01:00:00+01,2017/03/16 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3320",M,M55h,"Darwinplantsoen 26, Amsterdam"
"POINT (4.854436 52.3739021)","59691",REE00382,BAW02425,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3565",E,E41a,"Jan van Galenstraat 191, Amsterdam"
"POINT (4.94127871467981 52.367980867816)","91083",REM16887,HBD2.017.1957,"1",2017/08/28 02:00:00+02,2017/08/28 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M33h,"J.M. van der Meylaan 6, Amsterdam"
"POINT (4.95948761701584 52.3952244658406)","52253",REN101206,BAN000273,"1",2006/09/07 02:00:00+02,2006/09/07 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N68d,"Helderstr den t/o 34, Amsterdam"
"POINT (4.8622412 52.3608058)","75745",RE0485,"0111232","1",2017/06/19 02:00:00+02,2017/06/19 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3557",E,E21a,"Brederodestraat 108, Amsterdam"
"POINT (4.81120303273201 52.3454222835923)","103710",PAF32194,HBD2.018.1396,"1",2018/05/13 02:00:00+02,2018/05/13 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"3576",F,F88g,"Hageland 93, Amsterdam"
"POINT (4.839374 52.3530184)","107713",PAF32247,HBD2.018.2947,"1",2018/10/01 02:00:00+02,2018/10/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"3576",F,F87a,"Koningin Wilhelminaplein 42, Amsterdam / Fregelaan"
"POINT (4.8121496 52.3462771)","103921",REF31642,HBD2.018.0619,"1",2018/05/22 02:00:00+02,2018/05/22 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F88g,"Ardennenlaan 178, Amsterdam"
"POINT (4.90357227623463 52.421159167136)","120260",GLN00,HBD2.0,"2",,2020/12/31 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","2",Glas,"3323",N,N67b,"Nathan F. Israëlweg 36, Amsterdam"
"POINT (4.9434307 52.3416496)","82706",PAM60063,HBD2.016.2267,"1",2016/03/02 01:00:00+01,2016/03/02 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","6",Papier,"3322",M,M57a,"Landbouwstraat 54, Amsterdam"
"POINT (4.8712211 52.3748464)","104150",RE1090,"1","1",2013/05/25 02:00:00+02,2013/05/25 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3315",E,E16c,"Van Reigersbergenstraat 1, Amsterdam"
"POINT (4.89976286888123 52.3572822311161)","72129",REK01647,BAZ002277,"1",,,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3586",K,K24a,"Hemonylaan 6, Amsterdam"
"POINT (4.84774518052291 52.3500214833612)","58029",REK00434,BAZ001662,"1",2013/12/05 01:00:00+01,2013/12/05 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3586",K,K44c,"Woestduinstraat 143, Amsterdam"
"POINT (4.91953309625387 52.413151229712)","105826",REN00070,HBD2.018.2486,"1",2019/05/03 02:00:00+02,2019/04/26 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3320",N,N70c,"Tussendek 1, Amsterdam"
"POINT (4.8621751 52.3623439)","57835",RE0417,BAW02136,"1",2016/11/17 01:00:00+01,2016/11/17 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E21a,"Staringstraat 11, Amsterdam"
"POINT (4.88186582922936 52.3338910499307)","48822",REK01407,BAZ001001,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K91a,"Weenahof 12, Amsterdam"
"POINT (4.91373851895332 52.3336947807141)","83903",GLM70119,HBD2.015.1898,"1",2015/05/01 02:00:00+02,2015/05/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","2",Glas,"3323",M,M58j,"Joan Muyskenweg 15, Amsterdam"
"POINT (4.94509147479448 52.3738136468119)","90692",REM16810,HBD 2 . 016 . 3135,"1",2017/03/08 01:00:00+01,2017/03/08 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M33e,"Seinwachterstraat 69, Amsterdam"
"POINT (4.87971067428589 52.3513518359622)","90884",PAK02344,coenen,"1",2018/10/01 02:00:00+02,2018/10/01 02:00:00+02,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3322",K,K47g,"Reijnier Vinkeleskade 48, Amsterdam"
"POINT (4.8913525 52.3436259)","47602",PAK02248,BAZ000391,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3301",K,K52b,"Europaplein 11, Amsterdam"
"POINT (4.8428624868393 52.3796647573251)","119016",BRR00006,CON006,"1",2019/04/01 02:00:00+02,2019/04/01 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","35",Unkown,"4886",E,E39d,"De Schaapherderstraat 2, Amsterdam"
"POINT (4.86760198043157 52.3641538150252)","74167",RE0694,BAW02940,"1",2017/06/01 02:00:00+02,2017/06/01 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E19b,"Jacob van Lennepkade 166, Amsterdam"
"POINT (4.8060358 52.3518072)","29638",REF62193,"555875","1",2011/11/23 01:00:00+01,2011/11/23 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"2331",F,F81e,"Maria Montessoristraat 13, Amsterdam"
"POINT (4.8905932 52.4131612)","53065",REN101620,BAN000679,"1",2005/11/29 01:00:00+01,2005/11/29 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N65b,"Zonneplein t/o nr. 17, Amsterdam"
"POINT (4.8574092 52.3267811)","48980",REK00719,BAZ001080,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K90d,"Amstelveenseweg 934, Amsterdam"
"POINT (4.8689046 52.3639141)","72425",REE00572,BAW2790,"1",2017/03/13 01:00:00+01,2017/03/13 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E20b,"Arie Biemondstraat 17, Amsterdam"
"POINT (4.91063643245525 52.3593845726397)","82802",REM16734,HBD2.015.2481,"1",2016/02/23 01:00:00+01,2016/02/23 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3320",M,M28a,"Van Musschenbroekstraat 44, Amsterdam"
"POINT (4.94347902014852 52.3629700347421)","82974",REM15546,BAWO02598,"1",2015/05/01 02:00:00+02,2015/05/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M32a,"Soembawastraat 102, Amsterdam"
"POINT (4.93428118061274 52.3609868795686)","111830",PAM60441,HBD2.012864,"1",2019/05/16 02:00:00+02,2019/05/16 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","6",Papier,"3590",M,M31c,"Insulindeweg 58, Amsterdam"
"POINT (4.8796221613884 52.4139494099145)","52419",REN101290,BAN000356,"1",2005/10/06 02:00:00+02,2005/10/06 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N65b,"Kometensingel t/o nr. 339, Amsterdam"
"POINT (4.9054691 52.4082529)","52753",REN101459,BAN000523,"1",2004/12/08 01:00:00+01,2004/12/08 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N65d,"Galastraat achter Sterappelstraat nst 41, Amsterdam"
"POINT (4.8332198 52.3808194)","108458",REF31824,HBD2.018.3507,"1",2018/10/29 01:00:00+01,2018/10/29 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F76a,"Haspelsstraat 11, Amsterdam"
"POINT (4.89277571439743 52.3434133629132)","49552",REK00920,BAZ001366,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K52b,"Zoomstraat 37, Amsterdam"
"POINT (4.81971234083176 52.3762574233294)","104627",REF31658,HBD2.018.1018,"1",2018/06/05 02:00:00+02,2018/06/05 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F77a,"Slotermeerlaan 40, Amsterdam"
"POINT (4.9976356141201 52.3553730966062)","103929",REM15052,HBD 2 . 018 . 1425,"1",2018/05/17 02:00:00+02,2018/05/17 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M35f,"Maria Austriastraat 616, Amsterdam"
"POINT (4.9976356141201 52.3553730966062)","123592",GLM033,HBD2.019,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","2",Glas,"3589",M,M35f,"Maria Austriastraat 616, Amsterdam"
"POINT (4.80116 52.3633329)","28408",PAF88607,"662970","1",2015/11/02 01:00:00+01,2015/11/02 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"1994",F,F81a,"Notweg 36, Amsterdam"
"POINT (4.87308897078037 52.3848624409351)","16844",REOnbekend3,BAW02090,"1",2007/10/31 01:00:00+01,2007/10/31 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"341",E,E14d,"Joan Melchior Kemperstraat 57, Amsterdam"
"POINT (4.89822328090668 52.3502770714509)","62631",REK00064,BAZ002222,"1",2017/03/08 01:00:00+01,2017/03/08 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3586",K,K26b,"Burgemeester Tellegenstraat 13, Amsterdam"
"POINT (4.91477385163307 52.4041133824475)","119179",REN00194,HBD2.019.2899,"1",2019/11/07 01:00:00+01,2019/11/07 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3320",N,N70b,"Koopvaardersplantsoen 55, Amsterdam"
"POINT (4.79446940124035 52.3416337696587)","28944",PAF60172,"664292","1",2014/06/30 02:00:00+02,2014/06/30 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"628",F,F88j,"Langsom 2, Amsterdam"
"POINT (4.8003349 52.3517549)","110752",REF31971,HBD2.018.4072,"1",2019/02/28 01:00:00+01,2019/02/28 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F82d,"Jan Smitstraat 1, Amsterdam"
"POINT (4.95663274079561 52.3049947643309)","122482",PAT0011,HBD2.01,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","6",Papier,"3322",T,T93h,"Hakfort 42, Amsterdam"
"POINT (4.9148278 52.3863648)","53601",PAN1038,BAN000947,"1",2013/09/27 02:00:00+02,2013/09/27 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","6",Papier,"3319",N,N61b,"Kraaienplein, Amsterdam"
"POINT (4.87978041172028 52.3910866589402)","12198",RE1183,BAW00666,"1",2015/02/19 01:00:00+01,2015/02/19 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"335",E,E13b,"Aert van Nesstraat 30, Amsterdam"
"POINT (4.94478939100418 52.3249284985387)","112017",PLT50018,HBD2.017.3564,"1",2019/07/09 02:00:00+02,2019/07/09 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","25",Plastic,"3324",T,T93b,"Dickenslaan 59, Amsterdam"
"POINT (4.83314149081707 52.3803874107202)","114067",REF31990,HBD2.018.3538,"1",2019/04/03 02:00:00+02,2019/04/03 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F76a,"Leo Frijdahof 15, Amsterdam"
"POINT (4.8564991 52.3774747)","103799",RE0799,"3","1",2017/10/25 02:00:00+02,2017/10/25 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3579",E,E38c,"Vier Heemskinderenstraat 5, Amsterdam"
"POINT (4.9049496 52.3705185)","16248",PA0241,BAC00236,"1",2012/03/29 02:00:00+02,2012/03/29 02:00:00+02,"{""id"": 112, ""name"": ""A Centrum""}","6",Papier,"464",A,A04f,"Nieuwe Uilenburgerstraat 80, Amsterdam"
"POINT (4.8193111 52.3723879)","71043",GLF33005,HBD.2.016.2861,"1",2016/12/05 01:00:00+01,2016/12/05 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","2",Glas,"3630",F,F77b,"A. Eversplein 2, Amsterdam"
"POINT (4.97413739556578 52.320688946057)","109794",PAT40193,207248-41,"1",2013/09/02 02:00:00+02,2013/10/02 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","6",Papier,"470",T,T94c,"Groeneveen 221, Amsterdam"
"POINT (4.8410764 52.365606)","107227",PAF32241,HBD2.017.3451,"1",2018/09/20 02:00:00+02,2018/09/20 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"3576",F,F86a,"Willy Sluiterstraat 212, Amsterdam"
"POINT (4.89162102341652 52.3785513854191)","115489",PAA,PAA,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 112, ""name"": ""A Centrum""}","6",Papier,"3322",A,A02a,"Herengracht 35, Amsterdam"
"POINT (4.91491869091988 52.3684233240832)","111796",PAA00007,PAA00007,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 112, ""name"": ""A Centrum""}","6",Papier,"3322",A,A09i,"Entrepotdok 47, Amsterdam"
"POINT (4.93427851935849 52.3613287617062)","114336",REM16438,HBD2.019.0853,"1",2019/05/23 02:00:00+02,2019/05/23 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M31b,"Insulindeweg 31, Amsterdam"
