WKT,id,id_number,serial_number,active,operational_date,placing_date,owner,waste_type,waste_name,container_type_id,stadsdeel,buurt_code,text
"POINT (4.95399702339 52.310269253558)","77009",RET20152,HBD2.015.1584,"1",2016/04/06 02:00:00+02,2016/04/06 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3320",T,T93f,"Hoptille 151, Amsterdam"
"POINT (4.8753382 52.3432135)","90907",REK00630,"12010","1",2018/03/12 01:00:00+01,2018/03/12 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3320",K,K59a,"Anton Verheijstraat 18, Amsterdam"
"POINT (4.8267001 52.3817037)","75650",REF31372,HBD2.017.0126,"1",2017/10/19 02:00:00+02,2017/10/19 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F76a,"Van Gilsestraat 10, Amsterdam"
"POINT (4.8726648 52.3637147)","72445",GL0086,BAW2800,"1",2017/03/13 01:00:00+01,2017/03/13 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","2",Glas,"3323",E,E20b,"Tweede Constantijn Huygensstraat 28, Amsterdam"
"POINT (4.7888841 52.3550567)","28018",REF64477,"660377","1",2013/11/23 01:00:00+01,2013/11/23 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"2085",F,F83a,"Korte Water 56, Amsterdam"
"POINT (4.9562318 52.3930943)","53563",PAN1019,BAN000928,"1",2013/08/20 02:00:00+02,2013/08/20 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","6",Papier,"3319",N,N68c,"IJdoornlaan 261 A3/ Waterlandplein, Amsterdam"
"POINT (4.91283729672432 52.3609481933894)","9752",REM16194,HBD2.019.0157,"1",2019/03/14 01:00:00+01,2019/03/14 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3570",M,M28a,"Mauritskade 19, Amsterdam"
"POINT (4.861187 52.3654535)","78079",PL0053,BAW002981,"0",2016/12/31 01:00:00+01,2016/12/31 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","25",Plastic,"3324",E,E18b,"Tweede Kostverlorenkade 114, Amsterdam"
"POINT (4.92537125945091 52.4121401398155)","105844",PLN00032,HBD2.018.2596,"1",2019/05/08 02:00:00+02,2019/05/03 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","25",Plastic,"3324",N,N70d,"Noorderbreedte 76, Amsterdam"
"POINT (4.84062552452087 52.3785988680293)","103352",geennummerrest,"1234","1",2017/05/07 02:00:00+02,2017/05/07 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"471",E,E39d,"Bos en Lommerweg 250, Amsterdam"
"POINT (4.88907963037491 52.4052756090805)","103606",PLN00019,HBD2.018.1223,"1",2018/07/31 02:00:00+02,2018/05/08 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","25",Plastic,"3324",N,N71f,"Kraanspoor 7, Amsterdam"
"POINT (4.86984718852909 52.3848236125927)","12274",RE1221,BAW00704,"1",2009/09/01 02:00:00+02,2009/09/01 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"335",E,E14e,"Van Hallstraat 17, Amsterdam"
"POINT (4.9219332 52.3896609)","51845",REN101007,BAN000069,"1",2004/12/08 01:00:00+01,2004/12/08 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N61c,"Adelaarsweg hk Kalkoenstr, Amsterdam"
"POINT (4.8746178 52.3255456)","48376",REK01335,BAZ000778,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K90c,"Zuid-Hollandstraat 126, Amsterdam"
"POINT (4.82498154044151 52.3795149449459)","108866",REF31830,HBD2.018.3722,"1",2018/11/05 01:00:00+01,2018/11/05 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F76b,"Arend Bontekoeplantsoen 1, Amsterdam"
"POINT (4.816605 52.3470905)","81610",REF31454,HBD2.017.2346,"1",2017/12/12 01:00:00+01,2017/12/12 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F88f,"Zonhovenstraat 49, Amsterdam"
"POINT (4.85007977498753 52.3534855593196)","58061",REK00470,BAZ001678,"1",2016/11/30 01:00:00+01,2016/11/30 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3586",K,K44b,"Weissenbruchstraat 24, Amsterdam"
"POINT (4.85007977498753 52.3534855593196)","121288",PAK,PAK,"2",2020/12/01 01:00:00+01,2020/12/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3322",K,K44b,"Weissenbruchstraat 24, Amsterdam"
"POINT (4.8903164640069 52.3771369123522)","115479",REA,REA,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 112, ""name"": ""A Centrum""}","1",Rest,"3320",A,A02a,"Herengracht 97, Amsterdam"
"POINT (4.8471257 52.3784192)","111261",RE0845,"11","1",2017/06/11 02:00:00+02,2017/06/11 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3574",E,E37c,"Gulden Winckelplantsoen 3, Amsterdam"
"POINT (4.91903969552368 52.3378421575486)","115359",PAM60421,HBD2.018.2639,"1",2019/04/23 02:00:00+02,2019/04/23 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","6",Papier,"3322",M,M58g,"Bella Vistastraat 168, Amsterdam"
"POINT (4.89956237375736 52.4041547011314)","121367",PLN00,HBD2.0,"2",,2020/12/31 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","25",Plastic,"3324",N,N65c,"Krasseurstraat 23, Amsterdam"
"POINT (4.95019644498825 52.3547455282616)","81448",REM15071,HBD 2 017 . 3609,"1",2017/12/06 01:00:00+01,2017/12/06 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M56h,"Carolina MacGillavrylaan 2712, Amsterdam"
"POINT (4.85309511423111 52.3832322702561)","107297",REE0033,HBD 2.017.3216,"1",2018/09/21 02:00:00+02,2018/09/21 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E37f,"Kijkduinstraat 56, Amsterdam"
"POINT (4.93799898772068 52.3524878740548)","9132",REM16380,BAO00968,"1",2012/03/29 02:00:00+02,2012/03/29 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"350",M,M56c,"Galileïplantsoen 10, Amsterdam"
"POINT (4.8723741 52.3469046)","47708",PAK02402,HBD 2.018.4175,"1",2019/04/02 02:00:00+02,2019/04/02 02:00:00+02,"{""id"": 67, ""name"": ""K Zuid""}","6",Papier,"3322",K,K49e,"Minervaplein 2, Amsterdam"
"POINT (4.87907396341166 52.3884690255924)","12218",RE1193,BAW00676,"1",2009/01/01 01:00:00+01,2009/01/01 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"335",E,E13d,"Assendelftstraat 51, Amsterdam, Nederland"
"POINT (4.98866801848635 52.3599495687742)","122140",PAM60161,HBD2.019.1104,"1",2019/11/11 01:00:00+01,2019/11/11 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","6",Papier,"4649",M,M35e,"Cas Oorthuyskade 7, Amsterdam"
"POINT (4.94283976032648 52.3680783122976)","91094",GLM70184,HBD2.016.3242,"1",2017/03/21 01:00:00+01,2017/03/21 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","2",Glas,"3589",M,M33h,"Hildo Kropplein 56, Amsterdam"
"POINT (4.91306126117706 52.4078016384552)","115339",PLN00,HBD2.0,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","25",Plastic,"3324",N,N70a,"Banne Buikslootlaan 63, Amsterdam"
"POINT (4.8577038 52.3331228)","49008",REK00736,BAZ001094,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K23c,"Amstelveenseweg 615, Amsterdam"
"POINT (4.98761314897365 52.3184895330831)","77043",RET20238,HBD2.015.1572,"1",2016/05/24 02:00:00+02,2016/05/24 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3320",T,T94k,"Koornhorst 52, Amsterdam"
"POINT (4.8910821 52.346224)","49590",REK00992,BAZ001385,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K52b,"Scheldestraat 39, Amsterdam"
"POINT (4.8550398 52.3658442)","59451",REE00510,HBD2.016.0163,"1",2016/02/11 01:00:00+01,2016/02/11 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3565",E,E42b,"Columbusplein 66, Amsterdam"
"POINT (4.98103536664076 52.3177041776384)","77624",PAT40108,HBD2.016.0708,"1",2017/01/25 01:00:00+01,2017/01/25 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","6",Papier,"3322",T,T94n,"Kraaiennest 68, Amsterdam"
"POINT (4.99718265607271 52.3011691971916)","109452",PLT50136,HBD2.017.0328,"1",2017/06/01 02:00:00+02,2017/06/01 02:00:00+02,"{""id"": 113, ""name"": ""T Zuidoost""}","25",Plastic,"3324",T,T97c,"Hendrik Hosstraat 15, Amsterdam"
"POINT (4.8125554 52.3797733)","74782",REF31331,HBD2.017.1255,"1",2017/09/28 02:00:00+02,2017/09/28 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F77c,"Nienke van Hichtumstraat 5, Amsterdam"
"POINT (4.9427566 52.3213317)","76481",RET20387,BAZO00012,"1",2016/01/05 01:00:00+01,2016/01/05 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3141",T,T93a,"Andersensingel 102, Amsterdam"
"POINT (4.93067990987129 52.347165131309)","8706",REM16537,HBD2.0156.1796,"1",2016/08/01 02:00:00+02,2016/08/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"341",M,M55h,"F.C. Dondersstraat 11, Amsterdam"
"POINT (4.82594110071659 52.3568382981507)","102233",REF31587,HBD2.018.1040,"1",2018/04/05 02:00:00+02,2018/04/05 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F89a,"Pieter Calandlaan 52, Amsterdam"
"POINT (4.938650988056 52.3650743576901)","111056",REM15527,"12345","1",2008/01/01 01:00:00+01,2008/01/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"441",M,M31a,"Soendastraat 20, Amsterdam"
"POINT (4.81839973479509 52.3819000122639)","118973",PLF,HBD2.01,"2",,2019/09/30 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","25",Plastic,"3577",F,F77c,"Burgemeester De Vlugtlaan 191, Amsterdam"
"POINT (4.9328902 52.3697166)","16090",REA00103,BAC00082,"1",2012/03/29 02:00:00+02,2012/03/29 02:00:00+02,"{""id"": 112, ""name"": ""A Centrum""}","1",Rest,"358",A,A09f,Keerwal
"POINT (4.94733983650121 52.3565548312455)","104178",REM15063,HBD 2 . 018 . 1488,"1",2018/05/24 02:00:00+02,2018/05/24 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M56h,"Carolina MacGillavrylaan 1428, Amsterdam"
"POINT (4.8009328 52.364505)","28371",REF87111,"663442","1",2014/11/10 01:00:00+01,2014/11/10 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"628",F,F81a,"Boutenburg 5, Amsterdam"
"POINT (4.8483793 52.3715747)","59907",REE00303,BAW02536,"1",2015/10/30 01:00:00+01,2015/10/30 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E41c,"Orteliusstraat 253, Amsterdam"
"POINT (4.93336614919826 52.3643103837822)","114048",PLM80247,HBD2.019.0586,"1",2019/06/25 02:00:00+02,2019/06/25 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","25",Plastic,"3324",M,M31a,"Madurastraat 41, Amsterdam"
"POINT (4.9229156412116 52.3433308848829)","82496",REM16673,HBD2.016.0743,"1",2016/06/01 02:00:00+02,2016/06/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3320",M,M55g,"Fahrenheitsingel 30, Amsterdam"
"POINT (4.85453546047211 52.3496839737477)","58433",REK00408,BAZ001818,"1",2017/01/12 01:00:00+01,2017/01/12 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3320",K,K45b,"Baarsstraat 84, Amsterdam"
"POINT (4.8364453 52.373267)","103325",RE0864,"1245","1",2017/10/11 02:00:00+02,2017/10/11 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E39b,"Jan van Galenstraat 704, Amsterdam"
"POINT (4.95008111000061 52.3930885024127)","52637",REN101399,BAN000465,"1",2004/12/08 01:00:00+01,2004/12/08 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N68c,"Groetstraat t/o nr. 97, Amsterdam"
"POINT (4.8600398896815 52.3522352203655)","47262",GLK01892,BAZ000221,"1",2015/12/31 01:00:00+01,2015/12/31 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","2",Glas,"3296",K,K46b,"Hendrik Jacobszstraat 1, Amsterdam"
"POINT (4.83363702893257 52.3723446413056)","74756",REF31322,HBD2.017.1237,"1",2017/09/26 02:00:00+02,2017/09/26 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F77b,"August Vermeylenstraat 46, Amsterdam"
"POINT (4.87854793667793 52.3233732348093)","47946",REK00936,BAZ000563,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K91c,"Daelenbroek 8, Amsterdam"
"POINT (4.8602566 52.3698124)","104217",REE00452,"5","1",2016/01/03 01:00:00+01,2016/01/03 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E75a,"Van Speijkstraat 116, Amsterdam"
"POINT (4.8716755 52.3799296)","10962",PAE00026,BAW00048,"1",2005/01/01 01:00:00+01,2005/01/01 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","6",Papier,"339",E,E14f,"Van Hallstraat 607, Amsterdam"
"POINT (4.9101868830553 52.3578954300805)","9914",GL7104,BAO01359,"1",2012/03/29 02:00:00+02,2012/03/29 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","2",Glas,"333",M,M28a,"Wibautstraat 9, Amsterdam"
"POINT (5.00007173045788 52.3540805445618)","103937",REM15054,HBD 2 . 018 . 1421,"1",2018/05/18 02:00:00+02,2018/05/18 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M35f,"Maria Austriastraat 698, Amsterdam"
"POINT (4.91099718956775 52.3600774593387)","90423",TEM90056,AKC360121,"1",2015/01/01 01:00:00+01,2015/01/01 01:00:00+01,"{""id"": 111, ""name"": ""M Oost""}","7",Textiel,"3287",M,M28a,"Mauritskade 11, Amsterdam"
"POINT (4.8949074 52.3513967)","47144",GLK01881,BAZ000162,"1",2016/01/01 01:00:00+01,2016/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","2",Glas,"3292",K,K25b,"Van der Helstplein 16, Amsterdam"
"POINT (4.91231024265289 52.3698358244612)","111742",PAA00005,PAA00005,"2",2020/12/31 01:00:00+01,2020/12/31 01:00:00+01,"{""id"": 112, ""name"": ""A Centrum""}","6",Papier,"3322",A,A09i,"Laagte Kadijk 4, Amsterdam"
"POINT (4.8638401 52.370877)","59243",PAE00009,BAW02201,"1",2015/10/30 01:00:00+01,2015/10/30 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","6",Papier,"3322",E,E40a,"Admiraal De Ruijterweg 36, Amsterdam"
"POINT (4.875221 52.3923534)","12250",RE1209,BAW00692,"1",2009/09/01 02:00:00+02,2009/09/01 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"335",E,E13f,"Houtrijkstraat 444, Amsterdam"
"POINT (4.89265099167824 52.4081006616692)","123029",REN00,HBD2.0,"2",,2020/12/31 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3320",N,N65c,"Kotteraarstraat 3, Amsterdam"
"POINT (4.8661682009697 52.368233349572)","78189",RE0487,BAW003036,"1",2016/12/31 01:00:00+01,2016/12/31 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E18a,"Douwes Dekkerstraat 36, Amsterdam"
"POINT (4.88099277019501 52.3274157549451)","48226",REK01216,BAZ000703,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K91c,"Rondeel 114, Amsterdam"
"POINT (4.8069118 52.3443749)","110518",REF35108,HBD2.019.1431,"1",2019/10/22 02:00:00+02,2019/10/22 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F88h,"Willebroekstraat 46, Amsterdam / Liedekerkeplantsoen"
"POINT (4.83407 52.3787101)","68674",PAF32091,HBD2.016.1427,"1",2017/04/12 02:00:00+02,2017/04/12 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","6",Papier,"3576",F,F76b,"Hermanus Coenradistraat 10, Amsterdam"
"POINT (4.86685819923878 52.3739727577117)","12066",RE1113,BAW00600,"1",2009/09/01 02:00:00+02,2009/09/01 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"335",E,E15d,"Marcantilaan 310, Amsterdam"
"POINT (4.925297498703 52.3734147753689)","113120",REA00047,REA00047,"2",2020/03/31 02:00:00+02,2020/03/31 02:00:00+02,"{""id"": 112, ""name"": ""A Centrum""}","1",Rest,"3320",A,A09c,"Windroosplein 124, Amsterdam"
"POINT (4.80025559663773 52.401263527164)","119373",GLB00082,"00025","2",2019/11/08 01:00:00+01,2019/11/08 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","2",Glas,"4599",B,B10f,nieuwzeelandweg 45
"POINT (4.8741021 52.3615539)","78626",PAE00222,BAW0555583,"1",2017/03/03 01:00:00+01,2017/03/03 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","6",Papier,"3553",E,E22a,"Vondelstraat 102, Amsterdam"
"POINT (4.8315032 52.350114)","29316",REF60681,"663656","1",2014/07/01 02:00:00+02,2014/07/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"1976",F,F89c,"U.J. Klarenstraat 59, Amsterdam"
"POINT (4.97789394110441 52.3175957939381)","118845",GLB00048,B00035,"1",2019/11/19 01:00:00+01,2019/11/19 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","2",Glas,"4599",T,T94n,"Kruitberg 2010, Amsterdam"
"POINT (4.94851469993591 52.3864311624616)","52649",REN101406,BAN000471,"1",2004/12/13 01:00:00+01,2004/12/13 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N64d,"Nieuwendammerdijk t/o 543, Amsterdam"
"POINT (4.9174363 52.4050889)","53303",GLN1050,BAN000798,"1",2013/08/19 02:00:00+02,2013/08/19 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","2",Glas,"3318",N,N70b,"Lucien Gaudinstr t/o 64, Amsterdam"
"POINT (4.90967564284802 52.3574730717767)","10416",RE8967,BAO01610,"1",2012/03/29 02:00:00+02,2012/03/29 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"381",M,M27a,"Wibautstraat 24, Amsterdam"
"POINT (4.85897451639176 52.3491637779132)","90141","10200061",BAAMS00040,"1",2015/01/01 01:00:00+01,2015/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","7",Textiel,"3287",K,K48a,"Bernard Kochstraat 52, Amsterdam"
"POINT (4.8617323 52.3596034)","57819",PA0108,BAW02128,"1",2016/12/13 01:00:00+01,2016/12/13 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","6",Papier,"3322",E,E21a,"Pieter Langendijkstraat 66, Amsterdam"
"POINT (4.8044222 52.380473)","109348",REF31852,HBD2.018.3545,"1",2018/11/14 01:00:00+01,2018/11/14 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F78d,"Albardagracht 74, Amsterdam"
"POINT (4.93000008165836 52.3631475428763)","7460",REM15752,HBD2.016.1547,"1",2016/07/01 02:00:00+02,2016/07/01 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"341",M,M29b,"Eerste Van Swindenstraat 134, Amsterdam"
"POINT (4.8428665 52.3797847)","14924",RE4434,BAW02029,"1",2006/01/01 01:00:00+01,2006/01/01 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"363",E,E39d,"De Schaapherderstraat 2, Amsterdam"
"POINT (4.8211283 52.359615)","63882",REF31104,HBD2.016.2799,"1",2017/01/02 01:00:00+01,2017/01/02 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3579",F,F85b,"Bakhuizen van den Brinkhof 120, Amsterdam"
"POINT (4.7967063 52.3567079)","29908",REF62474,"662583","1",2013/11/02 01:00:00+01,2013/11/02 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"2085",F,F82c,"Ekingenstraat 9, Amsterdam"
"POINT (4.8125971108675 52.3428828516994)","110244",REF35025,HBD2.018.4064,"1",2019/04/24 02:00:00+02,2019/04/24 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F88i,"Bastenakenstraat 2, Amsterdam"
"POINT (4.9041065 52.3464226)","50130",REK00974,BAZ001655,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3313",K,K53a,"Victorieplein 4, Amsterdam"
"POINT (4.91234444081783 52.3981626787902)","103604",GLN00024,HBD2.018.1232,"1",2018/10/24 02:00:00+02,2016/01/01 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","2",Glas,"3323",N,N60b,"Akkerwindeweg 2, Amsterdam"
"POINT (4.90559868514538 52.4205948290984)","120563",PLN00,HBD2.0,"2",,2020/12/31 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","25",Plastic,"3324",N,N67b,"Johannes J. Glasweg 3, Amsterdam"
"POINT (4.93140453239903 52.3641139920643)","114022",GLM70194,HBD2.019.1364,"1",2019/09/04 02:00:00+02,2019/09/04 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","2",Glas,"3323",M,M31a,"Celebesstraat 33, Amsterdam"
"POINT (4.8266707 52.3438621)","29606",REF62148,"554403","1",2016/01/29 01:00:00+01,2011/07/01 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"139",F,F88b,"Duke Ellingtonstraat 16, Amsterdam"
"POINT (4.8582619 52.3811874)","103398",RE0889,"1112","1",2017/04/04 02:00:00+02,2017/04/04 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3579",E,E37g,"Louise de Colignystraat 15, Amsterdam"
"POINT (4.86816108226776 52.353373502049)","106568",TEK00001,textiel1,"1",2018/09/05 02:00:00+02,2018/09/05 02:00:00+02,"{""id"": 67, ""name"": ""K Zuid""}","7",Textiel,"3564",K,K46a,"Dufaystraat 9, Amsterdam"
"POINT (4.85825300216675 52.3841588923562)","123701",REE00616,HBD.2.019.2423,"2",2019/12/26 01:00:00+01,2019/12/19 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3320",E,E37a,"Nieuwpoortstraat 82, Amsterdam"
"POINT (4.8960468 52.3443589)","108956",GLK02084,GL K 02084,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","2",Glas,"3288",K,K52c,"Roerstraat 123, Amsterdam"
"POINT (4.8399086 52.3639619)","68143",REF31141,HBD2.017.0136,"1",2017/03/27 02:00:00+02,2017/03/27 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"3574",F,F86b,"Postjesweg 177, Amsterdam"
"POINT (4.8170197 52.3569234)","27808",REF54471,"555874","1",2011/11/02 01:00:00+01,2011/11/02 01:00:00+01,"{""id"": 16, ""name"": ""F Nieuw-West""}","1",Rest,"244",F,F81e,"Eastonstraat 1, Amsterdam"
"POINT (4.8647431 52.3726783)","59563",REE00430,BAW02361,"1",2016/02/12 01:00:00+01,2016/02/12 01:00:00+01,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3565",E,E40a,"Geuzenstraat 63, Amsterdam"
"POINT (4.8752635717392 52.3417042337369)","115006",REK00898,REK00898,"1",2019/04/11 02:00:00+02,2019/04/11 02:00:00+02,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3320",K,K23a,"Prinses Irenestraat 35, Amsterdam"
"POINT (4.873807 52.3907825)","104499",RE,"2","1",2005/06/01 02:00:00+02,2005/06/01 02:00:00+02,"{""id"": 110, ""name"": ""E West""}","1",Rest,"3314",E,E13e,"Oostzaanstraat 130, Amsterdam"
"POINT (4.9579069 52.3965671)","52533",REN101348,BAN000413,"1",2012/08/27 02:00:00+02,2012/08/27 02:00:00+02,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3317",N,N68d,"Markengouw t/o 426, Amsterdam"
"POINT (4.90168400108814 52.4107529211185)","123037",WLPLN00,HBD2.0,"0",,,"{""id"": 181, ""name"": ""N Noord""}","25",Plastic,"3568",N,N65d,"Moestuinlaan 30, Amsterdam"
"POINT (4.88018864396508 52.3499251458985)","118676",PLK00093,HBD20192652,"1",2019/11/26 01:00:00+01,2019/11/26 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","25",Plastic,"3324",K,K49b,"Bachstraat 1, Amsterdam"
"POINT (4.92600526660681 52.4007073216213)","108824",REN00129,HBD2.018.2549,"1",2018/12/21 01:00:00+01,2018/12/18 01:00:00+01,"{""id"": 181, ""name"": ""N Noord""}","1",Rest,"3320",N,N74b,"J.H. Hisgenpad 90, Amsterdam"
"POINT (4.91220456371593 52.3448369859766)","49122",REK00820,BAZ001151,"1",2001/01/01 01:00:00+01,2001/01/01 01:00:00+01,"{""id"": 67, ""name"": ""K Zuid""}","1",Rest,"3310",K,K54a,"Kromme-Mijdrechtstraat 99, Amsterdam"
"POINT (4.94561785831365 52.3683337959681)","91211",REM16872,HBD2.017.1886,"1",2017/08/25 02:00:00+02,2017/08/25 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","1",Rest,"3588",M,M33h,"J.M. van der Meylaan 27, Amsterdam"
"POINT (4.94688391685486 52.3721551953993)","85844",PAM60104,SNAAS7M3,"1",2017/04/21 02:00:00+02,2017/04/21 02:00:00+02,"{""id"": 111, ""name"": ""M Oost""}","6",Papier,"3321",M,M33f,"R.J.H. Fortuynplein 6, Amsterdam"
"POINT (4.81978476047516 52.3461293167471)","110139",PLF,HBD2.01,"2",,2019/06/30 02:00:00+02,"{""id"": 16, ""name"": ""F Nieuw-West""}","25",Plastic,"3577",F,F88i,"Leuvenstraat 43, Amsterdam"
"POINT (4.97210534288797 52.2974839244272)","107947",RET20075,HBD2.016.0692,"1",2016/11/30 01:00:00+01,2016/11/30 01:00:00+01,"{""id"": 113, ""name"": ""T Zuidoost""}","1",Rest,"3320",T,T96b,"Rhenenhof 48, Amsterdam"
